Tue Apr 19 16:13:38 2022    profile_results

         751191 function calls (726689 primitive calls) in 10.073 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.006    0.006 /u/pdaniel/.local/lib/python3.8/site-packages/keras/engine/data_adapter.py:337(slice_inputs)
       12    0.000    0.000    0.006    0.001 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/ops/math_ops.py:1398(binary_op_wrapper)
        2    0.000    0.000    0.006    0.003 /u/pdaniel/.local/lib/python3.8/site-packages/keras/layers/core/dense.py:164(call)
      430    0.001    0.000    0.006    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/util/tf_contextlib.py:21(contextmanager)
        1    0.000    0.000    0.006    0.006 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/data/ops/dataset_ops.py:5180(__init__)
       24    0.000    0.000    0.006    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/engine/data_adapter.py:1238(steps)
      464    0.001    0.000    0.006    0.000 {method 'join' of 'str' objects}
     1267    0.003    0.000    0.006    0.000 {built-in method tensorflow.python.util._pywrap_utils.Flatten}
       12    0.000    0.000    0.006    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/ops/math_ops.py:1728(_add_dispatch)
      750    0.001    0.000    0.006    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/util/lock_util.py:128(__exit__)
        1    0.000    0.000    0.006    0.006 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pyifcb-0.0.1-py3.8.egg/ifcb/data/roi.py:130(__len__)
        1    0.000    0.000    0.006    0.006 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pyifcb-0.0.1-py3.8.egg/ifcb/data/roi.py:53(csv)
       12    0.000    0.000    0.006    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/ops/gen_math_ops.py:444(add_v2)
        1    0.000    0.000    0.006    0.006 /u/pdaniel/.local/lib/python3.8/site-packages/keras/engine/data_adapter.py:294(slice_batch_indices)
      683    0.000    0.000    0.006    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/engine/base_layer.py:2938(_flatten_layers)
       28    0.000    0.000    0.006    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/ops/resource_variable_ops.py:739(read_value)
     3740    0.002    0.000    0.006    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/util/object_identity.py:202(update)
       79    0.002    0.000    0.005    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/tensor_util.py:357(make_tensor_proto)
        3    0.000    0.000    0.005    0.002 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/training/tracking/data_structures.py:132(sticky_attribute_assignment)
        2    0.000    0.000    0.005    0.003 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/training/tracking/base.py:969(_track_trackable)
        2    0.000    0.000    0.005    0.003 /u/pdaniel/.local/lib/python3.8/site-packages/keras/engine/functional.py:405(_lookup_dependency)
        2    0.000    0.000    0.005    0.003 /u/pdaniel/.local/lib/python3.8/site-packages/keras/engine/functional.py:373(_layer_checkpoint_dependencies)
      268    0.001    0.000    0.005    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/ops/resource_variable_ops.py:324(variable_accessed)
     1767    0.000    0.000    0.005    0.000 /u/pdaniel/anaconda3/lib/python3.8/abc.py:96(__instancecheck__)
      750    0.002    0.000    0.005    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/util/lock_util.py:95(release)
     4325    0.005    0.000    0.005    0.000 /u/pdaniel/anaconda3/lib/python3.8/contextlib.py:82(__init__)
     1724    0.005    0.000    0.005    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_SetAttrValueProto}
     2974    0.003    0.000    0.005    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/op_def_library.py:54(<genexpr>)
        1    0.000    0.000    0.005    0.005 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pyifcb-0.0.1-py3.8.egg/ifcb/data/adc.py:151(csv)
        1    0.000    0.000    0.005    0.005 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pyifcb-0.0.1-py3.8.egg/ifcb/data/adc.py:93(parse_adc_file)
      749    0.001    0.000    0.005    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:2516(inputs)
     2166    0.002    0.000    0.005    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/indexes/base.py:5175(_get_values_for_loc)
      750    0.005    0.000    0.005    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_NewOperation}
        1    0.000    0.000    0.005    0.005 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/util/_decorators.py:302(wrapper)
        1    0.000    0.000    0.005    0.005 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/io/parsers/readers.py:491(read_csv)
     1767    0.001    0.000    0.005    0.000 {built-in method _abc._abc_instancecheck}
        1    0.000    0.000    0.005    0.005 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/io/parsers/readers.py:467(_read)
     1990    0.005    0.000    0.005    0.000 {method 'SerializeToString' of 'google.protobuf.pyext._message.CMessage' objects}
     2253    0.002    0.000    0.005    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1578(_is_dtype_type)
     3225    0.002    0.000    0.005    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/context.py:2087(executing_eagerly)
     1500    0.005    0.000    0.005    0.000 {method 'ByteSize' of 'google.protobuf.pyext._message.CMessage' objects}
        1    0.000    0.000    0.005    0.005 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/data/ops/dataset_ops.py:5222(__init__)
     2166    0.003    0.000    0.005    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/PIL/Image.py:560(_new)
      270    0.000    0.000    0.005    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/engine/base_layer.py:1396(weights)
     6895    0.002    0.000    0.004    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/util/compat.py:110(as_str)
      239    0.001    0.000    0.004    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/ops/handle_data_util.py:52(set_handle_data)
1002/1001    0.001    0.000    0.004    0.000 {built-in method builtins.all}
      748    0.001    0.000    0.004    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/tpu/tpu.py:245(tpu_replicated_input_resolver)
     2905    0.004    0.000    0.004    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/dtypes.py:175(__eq__)
        1    0.000    0.000    0.004    0.004 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/parser.py:131(parse_entity)
      750    0.000    0.000    0.004    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/util/lock_util.py:125(__enter__)
     4919    0.003    0.000    0.004    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:6285(get_default_graph)
        1    0.000    0.000    0.004    0.004 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/converters/return_statements.py:388(transform)
   317/19    0.001    0.000    0.004    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/gast/astn.py:17(generic_visit)
        1    0.000    0.000    0.004    0.004 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/origin_info.py:85(create_source_map)
        1    0.002    0.002    0.004    0.004 /u/pdaniel/ifcb-scripts/test-multi-classify.py:57(write_out)
      270    0.000    0.000    0.004    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/engine/base_layer.py:1375(non_trainable_weights)
   880/42    0.000    0.000    0.004    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/gast/astn.py:9(_visit)
   187/40    0.000    0.000    0.004    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/gast/astn.py:11(<listcomp>)
      748    0.001    0.000    0.004    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/auto_control_deps.py:642(_identity_resolver)
     1766    0.002    0.000    0.004    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/context.py:909(_mode)
 2054/454    0.000    0.000    0.004    0.000 /u/pdaniel/anaconda3/lib/python3.8/abc.py:100(__subclasscheck__)
      750    0.001    0.000    0.004    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/util/lock_util.py:85(acquire)
        7    0.000    0.000    0.004    0.001 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/static_analysis/activity.py:699(resolve)
        1    0.000    0.000    0.004    0.004 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/io/parsers/readers.py:1045(read)
        1    0.000    0.000    0.004    0.004 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/inspect_utils.py:138(getimmediatesource)
      750    0.001    0.000    0.004    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:4760(_apply_device_functions)
 2054/454    0.003    0.000    0.004    0.000 {built-in method _abc._abc_subclasscheck}
        7    0.000    0.000    0.004    0.001 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/static_analysis/activity.py:560(visit_FunctionDef)
     2474    0.004    0.000    0.004    0.000 /u/pdaniel/anaconda3/lib/python3.8/_collections_abc.py:742(__iter__)
       41    0.000    0.000    0.004    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/templates.py:193(visit_Name)
       18    0.000    0.000    0.004    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/parser.py:322(parse)
       18    0.000    0.000    0.004    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/gast/gast.py:299(parse)
        1    0.000    0.000    0.003    0.003 /u/pdaniel/.local/lib/python3.8/site-packages/keras/engine/training.py:764(run_eagerly)
        2    0.000    0.000    0.003    0.002 /u/pdaniel/.local/lib/python3.8/site-packages/keras/engine/base_layer.py:1271(dynamic)
      274    0.000    0.000    0.003    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/engine/base_layer.py:1274(<genexpr>)
2043/1362    0.002    0.000    0.003    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/training/tracking/data_structures.py:814(__getattribute__)
     1496    0.001    0.000    0.003    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/auto_control_deps.py:646(update)
      722    0.003    0.000    0.003    0.000 {method 'encode' of 'ImagingEncoder' objects}
       22    0.000    0.000    0.003    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/qual_names.py:259(resolve)
      578    0.002    0.000    0.003    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/util/tf_decorator.py:61(make_decorator)
     2170    0.002    0.000    0.003    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/indexes/base.py:5696(_maybe_cast_indexer)
      430    0.001    0.000    0.003    0.000 /u/pdaniel/anaconda3/lib/python3.8/contextlib.py:211(contextmanager)
     1049    0.002    0.000    0.003    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/dtypes.py:155(is_compatible_with)
      276    0.000    0.000    0.003    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/engine/base_layer.py:2927(_gather_children_attribute)
       34    0.000    0.000    0.003    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/templates.py:125(_prepare_replacement)
      947    0.003    0.000    0.003    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/c_api_util.py:204(tf_output)
       34    0.000    0.000    0.003    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/ast_util.py:59(copy_clean)
      722    0.002    0.000    0.003    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/PIL/Image.py:436(_getencoder)
        1    0.001    0.001    0.003    0.003 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/inspect_utils.py:111(_fix_linecache_record)
        1    0.000    0.000    0.003    0.003 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/transpiler.py:34(_wrap_into_factory)
   519/34    0.001    0.000    0.003    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/ast_util.py:33(copy)
      478    0.000    0.000    0.003    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:4586(_colocate_with_for_gradient)
     1496    0.001    0.000    0.003    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/tpu/tpu.py:264(replace_with_unreplicated_resources)
      750    0.001    0.000    0.003    0.000 /u/pdaniel/anaconda3/lib/python3.8/threading.py:364(notify_all)
       35    0.000    0.000    0.003    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/tensor_util.py:808(constant_value)
     1357    0.001    0.000    0.003    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:2122(<genexpr>)
       18    0.000    0.000    0.003    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/gast/ast3.py:436(ast_to_gast)
      252    0.000    0.000    0.003    0.000 /u/pdaniel/anaconda3/lib/python3.8/re.py:289(_compile)
        8    0.000    0.000    0.003    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/func_graph.py:1323(_get_defun_inputs)
      479    0.000    0.000    0.003    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:550(shape)
       10    0.000    0.000    0.003    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/templates.py:142(visit_Expr)
      750    0.002    0.000    0.003    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:3349(_add_op)
      276    0.000    0.000    0.003    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/engine/base_layer.py:2934(<genexpr>)
        4    0.000    0.000    0.003    0.001 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/func_graph.py:1311(_get_defun_inputs_from_args)
        4    0.003    0.001    0.003    0.001 {built-in method tensorflow.python.client._pywrap_tf_session.TF_GraphToFunction_wrapper}
       32    0.000    0.000    0.003    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/ops/array_ops.py:243(identity)
      752    0.002    0.000    0.003    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:4517(unique_name)
        4    0.000    0.000    0.003    0.001 /u/pdaniel/.local/lib/python3.8/site-packages/keras/layers/pooling.py:350(call)
     1808    0.003    0.000    0.003    0.000 {method 'CopyFrom' of 'google.protobuf.pyext._message.CMessage' objects}
        2    0.000    0.000    0.003    0.001 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/ops/math_ops.py:3488(matmul)
      135    0.001    0.000    0.003    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/engine/input_spec.py:155(assert_input_compatibility)
     1496    0.001    0.000    0.003    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/auto_control_deps.py:144(op_is_stateful)
     2929    0.001    0.000    0.003    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/dtypes.py:63(base_dtype)
        4    0.000    0.000    0.003    0.001 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/ops/nn_ops.py:4810(max_pool)
       34    0.000    0.000    0.003    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/tensor_util.py:678(_ConstantValue)
      686    0.001    0.000    0.003    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:4152(_get_tensor_by_tf_output)
     2173    0.001    0.000    0.003    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/series.py:674(_values)
      452    0.002    0.000    0.003    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:5858(_get_outer_context_and_inner_device_stack)
     3740    0.001    0.000    0.003    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/util/object_identity.py:203(<listcomp>)
      238    0.001    0.000    0.003    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:573(_c_api_shape)
     3791    0.003    0.000    0.003    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/context.py:927(executing_eagerly)
     2201    0.003    0.000    0.003    0.000 {method 'reshape' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.003    0.001 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/ops/nn_ops.py:3479(bias_add)
       26    0.000    0.000    0.003    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/function.py:2051(captured_inputs)
