Tue Apr 19 16:13:38 2022    profile_results

         751191 function calls (726689 primitive calls) in 10.073 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       13    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/data/util/structure.py:299(get_flat_tensor_types)
        1    0.000    0.000    0.000    0.000 {method 'argmax' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1020(set_data)
        9    0.000    0.000    0.000    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.SetAttr}
        4    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/gast/ast3.py:183(visit_arg)
        2    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/engine/data_adapter.py:1218(catch_stop_iteration)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/astunparse/unparser.py:859(_withitem)
       63    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/static_analysis/reaching_definitions.py:68(<dictcomp>)
       27    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/construction.py:671(_try_cast)
       54    0.000    0.000    0.000    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_GetBuffer}
        3    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/distribute/distribute_lib.py:3610(__enter__)
        8    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/numpy/core/_dtype.py:321(_name_get)
       13    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/util/nest.py:1603(yield_flat_paths)
        7    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/numpy/core/_methods.py:60(_all)
        9    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/tensor_util.py:191(GetNumpyAppendFn)
       13    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/_weakrefset.py:116(update)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/engine/data_adapter.py:1215(sync)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/indexes/range.py:434(take)
      600    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/_collections_abc.py:392(__subclasshook__)
       23    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/ops/gradients_util.py:1016(PossibleTapeGradientTypes)
        7    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/func_graph.py:908(<listcomp>)
       35    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
        8    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/function.py:1481(<genexpr>)
        3    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/engine/base_layer.py:2810(__delattr__)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/static_analysis/reaching_definitions.py:257(visit_ExceptHandler)
       24    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/internals/managers.py:1749(_extract_array)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/converters/call_trees.py:145(_kwargs_to_dict)
      325    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/tensor_shape.py:841(dims)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/context.py:2598(async_wait)
       12    0.000    0.000    0.000    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_GraphSetTensorShape_wrapper}
       10    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/data/ops/dataset_ops.py:623(_flat_types)
        4    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/_config/config.py:242(__call__)
        8    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/platform/tf_logging.py:206(vlog)
      115    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/astunparse/unparser.py:46(write)
        5    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/inspect.py:654(getfile)
      102    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/numpy/core/fromnumeric.py:70(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/core/converter.py:211(list_of_features)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/ops/gen_dataset_ops.py:1387(delete_iterator)
        2    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/type_spec.py:526(<genexpr>)
        7    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/generic.py:5426(__finalize__)
       22    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/def_function.py:162(called_without_tracing)
        4    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/_config/config.py:114(_get_option)
      133    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/sre_parse.py:172(append)
       32    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/tensor_shape.py:881(__getitem__)
      240    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:4896(control_inputs)
        6    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/ops/variable_scope.py:2862(variable_creator_scope)
       23    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/tape.py:220(could_possibly_record)
       18    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/sre_parse.py:84(opengroup)
       14    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/tokenize.py:295(detect_encoding)
      240    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:114(tensor_id)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:120(_write_atomic)
        8    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/internals/managers.py:1962(<lambda>)
       24    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/engine/training.py:299(<genexpr>)
       22    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/codecs.py:319(decode)
      117    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/sre_parse.py:286(tell)
       50    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1017(_handle_fromlist)
       24    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/sre_compile.py:249(_compile_charset)
        4    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/ops/variable_scope.py:1467(get_variable_scope)
        2    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/array_algos/take.py:517(_take_preprocess_indexer_and_fill_value)
       34    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/tensor_shape.py:1069(with_rank_at_least)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/utils/tf_utils.py:554(_to_single_numpy_or_python_type)
        6    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/tensor_shape.py:1107(is_compatible_with)
        9    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/tensor_util.py:183(GetFromNumpyDTypeDict)
        6    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/engine/training.py:759(distribute_strategy)
       24    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/function.py:2640(_validate_inputs)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:969(get_data)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/cfg.py:904(visit_ExceptHandler)
       23    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1230(is_float_dtype)
       70    0.000    0.000    0.000    0.000 {method 'tobytes' of 'numpy.ndarray' objects}
      431    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/_collections_abc.py:252(__subclasshook__)
       15    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/weakref.py:204(items)
        4    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/internals/blocks.py:165(_consolidate_key)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/indexes/base.py:2018(is_unique)
       32    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/transformer.py:127(enter)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/nanops.py:454(nanany)
        7    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/inspect.py:2772(__init__)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/ops/array_ops.py:229(comparison_op)
       95    0.000    0.000    0.000    0.000 {built-in method tensorflow.python.util._pywrap_utils.IsMutableMapping}
       12    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:4065(get_operations)
       27    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/ast.py:222(iter_child_nodes)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/dtypes/missing.py:221(_isna_array)
       11    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/core/converter.py:252(__init__)
        2    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/indexes/range.py:105(__new__)
       11    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/series.py:627(name)
       13    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/static_analysis/reaching_definitions.py:84(__ne__)
      129    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/sre_parse.py:160(__len__)
       22    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/transformer.py:247(__init__)
       86    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/op_def_library.py:181(_MakeBool)
      241    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:4955(<genexpr>)
        4    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:661(_shape_tuple)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:549(module_from_spec)
       10    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/generic.py:230(__init__)
       38    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/core/ag_ctx.py:28(_control_ctx)
      102    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/ops/nn_ops.py:750(<genexpr>)
      116    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/ops/array_ops.py:1530(<genexpr>)
      170    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/util/tf_stack.py:117(__init__)
       40    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/smart_cond.py:61(smart_constant_value)
    25/20    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/sre_compile.py:461(_get_literal_prefix)
      134    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/engine/base_layer_utils.py:490(training)
        5    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/util/lock_util.py:52(__init__)
       46    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/util/nest.py:1522(<genexpr>)
       46    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1420(is_extension_array_dtype)
        4    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/genericpath.py:16(exists)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/tempfile.py:133(rng)
      200    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/layers/normalization/batch_normalization.py:267(trainable)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/indexed_slices.py:292(internal_convert_to_tensor_or_indexed_slices)
       18    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/impl/conversion.py:42(_is_known_loaded_type)
       46    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/context.py:176(config_proto_serialized)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/tempfile.py:490(__exit__)
        6    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/common.py:220(asarray_tuplesafe)
        2    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/array_algos/take.py:301(_get_take_nd_function)
        4    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/function.py:363(<listcomp>)
        5    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/impl/conversion.py:222(cache_allowlisted)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/engine/functional.py:294(input_spec)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(vstack)
        4    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:5460(device)
        4    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/internals/managers.py:1943(_stack_arrays)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/def_function.py:190(called_with_tracing)
        4    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/ops/variable_scope.py:1454(get_variable_scope_store)
        2    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/engine/data_adapter.py:1691(_is_distributed_dataset)
        2    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/data/ops/iterator_ops.py:977(_from_components)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/indexing.py:2357(check_bool_indexer)
       23    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/sre_parse.py:224(__init__)
      200    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/training/tracking/data_structures.py:436(__getitem__)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/impl/api.py:196(get_extra_locals)
        4    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:655(_shape_as_list)
        2    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/cfg.py:780(visit_Expr)
        2    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/array_algos/take.py:266(_get_take_nd_function_cached)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/gast/ast3.py:296(visit_ExceptHandler)
        6    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/impl/conversion.py:214(is_in_allowlist_cache)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/io/common.py:124(is_url)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:194(_lock_unlock_module)
      149    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
       42    0.000    0.000    0.000    0.000 {method 'WhichOneof' of 'google.protobuf.pyext._message.CMessage' objects}
        6    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.ndarray' objects}
       18    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
      102    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/tensor_spec.py:60(dtype)
        4    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/tensor_spec.py:229(__tf_tracing_type__)
        8    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/cache.py:39(has)
        2    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/static_analysis/reaching_definitions.py:111(__init__)
       86    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/execute.py:175(make_bool)
        6    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/numpy/core/_asarray.py:22(require)
        6    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/naming.py:27(new_symbol)
        2    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/internals/managers.py:877(__init__)
        4    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/monitoring.py:484(__exit__)
       56    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:1377(graph)
       37    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/compat/compat.py:37(_date_to_date_number)
       13    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/static_analysis/reaching_definitions.py:78(__eq__)
        2    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/engine/data_adapter.py:246(<genexpr>)
       74    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/function.py:2552(input_signature)
        3    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/indexes/base.py:511(_dtype_to_subclass)
        6    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/layers/convolutional.py:278(_spatial_output_shape)
        6    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/numpy/core/_ufunc_config.py:32(seterr)
      160    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/data/ops/iterator_ops.py:956(_serialize)
        1    0.000    0.000    0.000    0.000 {method '__exit__' of '_io._IOBase' objects}
        3    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/function.py:3326(validate_signature)
      131    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/engine/base_layer.py:2614(_call_arg_was_passed)
       43    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/distribute/distribution_strategy_context.py:397(_get_default_replica_mode)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/ops/gen_resource_variable_ops.py:122(assign_variable_op)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/engine/functional.py:312(<listcomp>)
        6    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/util/tf_inspect.py:404(isanytargetmethod)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/urllib/parse.py:366(urlparse)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:477(_init_module_attrs)
       66    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/_weakrefset.py:20(__enter__)
        4    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/func_graph.py:591(variables)
       36    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/context.py:949(device_name)
        3    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/gast/ast3.py:416(visit_arguments)
        7    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/static_analysis/activity.py:203(mark_param)
        5    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/function_cache.py:122(__init__)
      276    0.000    0.000    0.000    0.000 {built-in method from_iterable}
       21    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/sre_compile.py:423(_simple)
        4    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/internals/managers.py:158(blknos)
       73    0.000    0.000    0.000    0.000 {built-in method tensorflow.python.util._pywrap_utils.IsCompositeTensor}
        2    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/util/tf_stack.py:45(__enter__)
      192    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/engine/base_layer.py:2605(<genexpr>)
        2    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/numpy/core/shape_base.py:222(vstack)
      134    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/engine/base_layer.py:1314(input_spec)
       23    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/engine/data_adapter.py:1286(should_sync)
        2    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/dtypes/cast.py:467(maybe_promote)
        6    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/cache.py:46(__getitem__)
        2    0.000    0.000    0.000    0.000 {built-in method io.open_code}
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pyifcb-0.0.1-py3.8.egg/ifcb/data/files.py:197(__enter__)
        2    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/tokenize.py:319(read_or_stop)
        8    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/numpy/core/_dtype.py:307(_name_includes_bit_suffix)
        3    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/util/function_utils.py:85(get_func_name)
       12    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/copy.py:66(copy)
        8    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/logging/__init__.py:1493(log)
        8    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/astunparse/unparser.py:706(_Attribute)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/io/parsers/readers.py:1079(__exit__)
       67    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/transformer.py:145(__iter__)
        2    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/tensor_shape.py:1169(most_specific_compatible_shape)
       54    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/inspect.py:80(ismethod)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/genericpath.py:69(commonprefix)
       69    0.000    0.000    0.000    0.000 {built-in method tensorflow.python.util._pywrap_utils.IsTypeSpec}
       22    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/context.py:681(sync_executors)
        5    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/dtypes/common.py:532(is_string_dtype)
        8    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:3202(_variable_creator_scope)
        4    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/cfg.py:199(<dictcomp>)
       36    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/tensor_util.py:1030(is_tf_type)
       23    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/function_trace_type.py:68(get_local_id)
        9    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/core/ag_ctx.py:76(__exit__)
       12    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/indexes/base.py:6382(maybe_extract_name)
       27    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/construction.py:603(_sanitize_ndim)
       35    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/data/util/structure.py:282(<lambda>)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/converters/directives.py:138(visit_Expr)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/io/parsers/readers.py:813(close)
